PERSON_ID,DISPLAY_FIRST_LAST,BIRTHDATE,COUNTRY,SCHOOL,LAST_AFFILIATION,HEIGHT,WEIGHT,POSITION,SEASON_EXP,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,FROM_YEAR,TO_YEAR,GREATEST_75_FLAG
1626146,Cliff Alexander,1995-11-16T00:00:00,USA,Kansas,Kansas/USA,6-8,240,Forward,2,Undrafted,Undrafted,Undrafted,2015,2015,N
1626147,Justin Anderson,1993-11-19T00:00:00,USA,Virginia,Virginia/USA,6-5,231,Forward-Guard,7,2015,1,21,2015,2021,N
1626148,Anthony Brown,1992-10-10T00:00:00,USA,Stanford,Stanford/USA,6-7,224,Forward-Guard,4,2015,2,34,2015,2017,N
1626149,Montrezl Harrell,1994-01-26T00:00:00,USA,Louisville,Louisville/USA,6-7,240,Forward-Center,9,2015,2,32,2015,2022,N
1626150,Andrew Harrison,1994-10-28T00:00:00,USA,Kentucky,Kentucky/USA,6-6,213,Guard,4,2015,2,44,2016,2018,N
1626151,Aaron Harrison,1994-10-28T00:00:00,USA,Kentucky,Kentucky/USA,6-6,210,Guard,3,Undrafted,Undrafted,Undrafted,2015,2017,N
1626153,Delon Wright,1992-04-26T00:00:00,USA,Utah,Utah/USA,6-5,185,Guard,11,2015,1,20,2015,2024,N
1626154,RJ Hunter,1993-10-24T00:00:00,USA,Georgia State,Georgia State/USA,6-5,185,Guard,5,2015,1,28,2015,2018,N
1626155,Sam Dekker,1994-05-06T00:00:00,USA,Wisconsin,Wisconsin/USA,6-8,219,Forward,5,2015,1,18,2015,2021,N
1626156,D'Angelo Russell,1996-02-23T00:00:00,USA,Ohio State,Ohio State/USA,6-3,193,Guard,11,2015,1,2,2015,2026,N
1626157,Karl-Anthony Towns,1995-11-15T00:00:00,USA,Kentucky,Kentucky/USA,7-0,248,Center-Forward,11,2015,1,1,2015,2026,N
1626158,Richaun Holmes,1993-10-15T00:00:00,USA,Bowling Green,Bowling Green/USA,6-9,235,Forward,11,2015,2,37,2015,2024,N
1626159,Justise Winslow,1996-03-26T00:00:00,USA,Duke,Duke/USA,6-6,222,Forward-Guard,9,2015,1,10,2015,2022,N
1626161,Willie Cauley-Stein,1993-08-18T00:00:00,USA,Kentucky,Kentucky/USA,7-0,240,Center,8,2015,1,6,2015,2022,N
1626162,Kelly Oubre Jr.,1995-12-09T00:00:00,USA,Kansas,Kansas/USA,6-8,210,Forward-Guard,11,2015,1,15,2015,2026,N
1626163,Frank Kaminsky,1993-04-04T00:00:00,USA,Wisconsin,Wisconsin/USA,7-0,240,Forward-Center,9,2015,1,9,2015,2022,N
1626164,Devin Booker,1996-10-30T00:00:00,USA,Kentucky,Kentucky/USA,6-5,206,Guard,11,2015,1,13,2015,2026,N
1626166,Cameron Payne,1994-08-08T00:00:00,USA,Murray State,Murray State/USA,6-2,183,Guard,10,2015,1,14,2015,2025,N
1626167,Myles Turner,1996-03-24T00:00:00,USA,Texas,Texas/USA,6-11,250,Center-Forward,11,2015,1,11,2015,2026,N
1626168,Trey Lyles,1995-11-05T00:00:00,Canada,Kentucky,Kentucky/Canada,6-9,234,Forward,11,2015,1,12,2015,2024,N
1626169,Stanley Johnson,1996-05-29T00:00:00,USA,Arizona,Arizona/USA,6-6,242,Forward-Guard,8,2015,1,8,2015,2022,N
1626170,Jerian Grant,1992-10-09T00:00:00,USA,Notre Dame,Notre Dame/USA,6-4,198,Guard,6,2015,1,19,2015,2019,N
1626171,Bobby Portis,1995-02-10T00:00:00,USA,Arkansas,Arkansas/USA,6-9,250,Forward,11,2015,1,22,2015,2026,N
1626172,Kevon Looney,1996-02-06T00:00:00,USA,UCLA,UCLA/USA,6-9,222,Forward,11,2015,1,30,2015,2026,N
1626173,Rashad Vaughn,1996-08-16T00:00:00,USA,UNLV,UNLV/USA,6-6,202,Guard,3,2015,1,17,2015,2017,N
1626174,Christian Wood,1995-09-27T00:00:00,USA,UNLV,UNLV/USA,6-8,214,Forward,9,Undrafted,Undrafted,Undrafted,2015,2023,N
1626175,Jordan Mickey,1994-07-09T00:00:00,USA,Louisiana State,Louisiana State/USA,6-8,235,Center-Forward,4,2015,2,33,2015,2017,N
1626176,Rakeem Christmas,1991-12-01T00:00:00,USA,Syracuse,Syracuse/USA,6-9,250,Forward,3,2015,2,36,2015,2016,N
1626177,Dakari Johnson,1995-09-22T00:00:00,USA,Kentucky,Kentucky/USA,7-0,255,Center,1,2015,2,48,2017,2017,N
1626178,Rondae Hollis-Jefferson,1995-01-03T00:00:00,USA,Arizona,Arizona/USA,6-6,217,Forward,7,2015,1,23,2015,2020,N
1626179,Terry Rozier,1994-03-17T00:00:00,USA,Louisville,Louisville/USA,6-1,190,Guard,11,2015,1,16,2015,2024,N
1626181,Norman Powell,1993-05-25T00:00:00,USA,UCLA,UCLA/USA,6-3,215,Guard,11,2015,2,46,2015,2026,N
1626183,Branden Dawson,1993-02-01T00:00:00,USA,Michigan State,Michigan State/USA,6-6,225,Forward,2,2015,2,56,2015,2015,N
1626184,Chasson Randle,1993-02-05T00:00:00,USA,Stanford,Stanford/USA,6-2,185,Guard,5,2015,,,2016,2020,N
1626185,Jarell Martin,1994-05-24T00:00:00,USA,Louisiana State,Louisiana State/USA,6-10,239,Forward,5,2015,1,25,2015,2018,N
1626187,Michael Frazier II,1994-03-08T00:00:00,USA,Florida,Florida/USA,6-3,200,Guard,2,Undrafted,Undrafted,Undrafted,2018,2019,N
1626188,Quinn Cook,1993-03-23T00:00:00,USA,Duke,Duke/USA,6-1,180,Guard,6,Undrafted,Undrafted,Undrafted,2016,2020,N
1626191,Chris McCullough,1995-02-05T00:00:00,USA,Syracuse,Syracuse/USA,6-9,215,Forward,4,2015,1,29,2015,2017,N
1626192,Pat Connaughton,1993-01-06T00:00:00,USA,Notre Dame,Notre Dame/USA,6-5,209,Guard,11,2015,2,41,2015,2026,N
1626195,Willy Hernangomez,1994-05-27T00:00:00,Spain,Cajasol Sevilla,Cajasol Sevilla/Spain,6-11,250,Center-Forward,8,2015,2,35,2016,2022,N
1626196,Josh Richardson,1993-09-15T00:00:00,USA,Tennessee,Tennessee/USA,6-5,200,Guard,9,2015,2,40,2015,2024,N
1626199,Darrun Hilliard,1993-04-13T00:00:00,USA,Villanova,Villanova/USA,6-6,220,Guard,4,2015,2,38,2015,2017,N
1626202,Joe Young,1992-06-27T00:00:00,USA,Oregon,Oregon/USA,6-2,185,Guard,3,2015,2,43,2015,2017,N
1626203,Treveon Graham,1993-10-28T00:00:00,USA,Va Commonwealth,Virginia Commonwealth/USA,6-5,219,Guard-Forward,5,Undrafted,Undrafted,Undrafted,2016,2019,N
1626204,Larry Nance Jr.,1993-01-01T00:00:00,USA,Wyoming,Wyoming/USA,6-6,245,Forward-Center,11,2015,1,27,2015,2026,N
1626205,Vincent Hunter,1994-08-05T00:00:00,USA,Texas-El Paso,Texas-El Paso/USA,6-8,208,Forward,1,Undrafted,Undrafted,Undrafted,2017,2017,N
1626208,Keifer Sykes,1993-12-30T00:00:00,USA,Wisconsin-Green Bay,Wisconsin-Green Bay/USA,5-11,167,Guard,2,Undrafted,Undrafted,Undrafted,2021,2021,N
1626209,Mario Hezonja,1995-02-25T00:00:00,Croatia,FC Barcelona,FC Barcelona/Croatia,6-8,220,Forward-Guard,6,2015,1,5,2015,2019,N
1626210,Alan Williams,1993-01-28T00:00:00,USA,Cal-Santa Barbara,California-Santa Barbara/USA,6-8,265,Forward-Center,5,Undrafted,Undrafted,Undrafted,2015,2018,N
1626214,Bryce Dejean-Jones,1992-08-21T00:00:00,USA,Iowa State,Iowa State/USA,6-6,203,Guard,1,Undrafted,Undrafted,Undrafted,2015,2015,N
1626220,Royce O'Neale,1993-06-05T00:00:00,USA,Baylor,Baylor/USA,6-6,226,Forward,9,Undrafted,Undrafted,Undrafted,2017,2026,N
1626224,Cedi Osman,1995-04-08T00:00:00,Turkey,Anadolu Efes,Anadolu Efes/Turkey,6-7,230,Forward,8,2015,2,31,2017,2023,N
1626242,Luis Montero,1993-04-06T00:00:00,Dominican Republic,Westchester C.C.,Westchester C.C./Dominican Republic,6-7,200,Guard,2,Undrafted,Undrafted,Undrafted,2015,2017,N
1626245,Cristiano Felicio,1992-07-07T00:00:00,Brazil,Flamengo,Flamengo/Brazil,6-11,270,Forward-Center,7,Undrafted,Undrafted,Undrafted,2015,2020,N
1626246,Boban Marjanović,1988-08-15T00:00:00,Serbia,Crvena zvezda,Crvena zvezda/Serbia,7-4,290,Center,10,Undrafted,Undrafted,Undrafted,2015,2023,N
1626251,Duje Dukan,1991-12-04T00:00:00,Croatia,Wisconsin,Wisconsin/Croatia,6-9,220,Forward,2,Undrafted,Undrafted,Undrafted,2015,2015,N
1626253,Axel Toupane,1992-07-23T00:00:00,France,Strasbourg IG,Strasbourg IG/France,6-7,210,Guard-Forward,4,Undrafted,Undrafted,Undrafted,2015,2020,N
1626254,Maurice Ndour,1992-06-18T00:00:00,Senegal,Ohio,Ohio/Senegal,6-9,200,Forward,2,Undrafted,Undrafted,Undrafted,2016,2016,N
1626257,Salah Mejri,1986-06-15T00:00:00,Tunisia,Real Madrid,Real Madrid/Tunisia,7-2,235,Center,5,Undrafted,Undrafted,Undrafted,2015,2018,N
1626259,Malcolm Miller,1993-03-06T00:00:00,USA,Holy Cross,Holy Cross/USA,6-7,210,Guard-Forward,4,Undrafted,Undrafted,Undrafted,2017,2019,N
1626262,Coty Clarke,1992-07-04T00:00:00,USA,Arkansas,Arkansas/USA,6-7,225,Forward,1,Undrafted,Undrafted,Undrafted,2015,2015,N
1626266,JJ O'Brien,1992-04-08T00:00:00,USA,San Diego State,San Diego State/USA,6-7,220,Forward,2,Undrafted,Undrafted,Undrafted,2015,2015,N
1626273,Marcelo Huertas,1983-05-25T00:00:00,Brazil,FC Barcelona,FC Barcelona/Brazil,6-3,200,Guard,2,Undrafted,Undrafted,Undrafted,2015,2016,N
1626296,Jordan Sibert,1992-08-01T00:00:00,USA,Dayton,Dayton/USA,6-4,187,Guard,2,2015,,,2018,2018,N
1626643,Jacob Pullen,1989-11-10T00:00:00,USA,Kansas State,Kansas State/USA,6-1,200,Guard,1,Undrafted,Undrafted,Undrafted,2017,2017,N
1626780,Jonathan Gibson,1987-11-08T00:00:00,USA,New Mexico State,New Mexico State/USA,6-2,185,Guard,4,Undrafted,Undrafted,Undrafted,2016,2018,N
1627098,Malcolm Delaney,1989-03-11T00:00:00,USA,Virginia Tech,Virginia Tech/USA,6-3,190,Guard,2,Undrafted,Undrafted,Undrafted,2016,2017,N
1627215,Walt Lemon Jr.,1992-07-26T00:00:00,USA,Bradley,Bradley/USA,6-3,180,Guard,3,2014,,,2017,2018,N
1627293,Alex Stepheson,1987-08-07T00:00:00,USA,Southern California,Southern California/USA,6-10,270,Forward,1,Undrafted,Undrafted,Undrafted,2015,2015,N
1627362,Briante Weber,1992-12-29T00:00:00,USA,Virginia Commonwealth,Virginia Commonwealth/USA,6-2,165,Guard,4,Undrafted,Undrafted,Undrafted,2015,2017,N
1627395,Julian Washburn,1991-12-18T00:00:00,USA,Texas-El Paso,Texas-El Paso/USA,6-8,209,Forward-Guard,2,2015,,,2018,2018,N
1627732,Ben Simmons,1996-07-20T00:00:00,Australia,Louisiana State,Louisiana State/Australia,6-10,240,Guard-Forward,9,2016,1,1,2016,2024,N
1627733,Dragan Bender,1997-11-17T00:00:00,Croatia,Maccabi Tel Aviv,Maccabi Tel Aviv/Croatia,7-0,249,Forward,4,2016,1,4,2016,2019,N
1627734,Domantas Sabonis,1996-05-03T00:00:00,Lithuania,Gonzaga,Gonzaga/Lithuania,6-10,240,Forward-Center,10,2016,1,11,2016,2026,N
1627735,Wade Baldwin IV,1996-03-29T00:00:00,USA,Vanderbilt,Vanderbilt/USA,6-4,200,Guard,3,2016,1,17,2016,2018,N
1627736,Malik Beasley,1996-11-26T00:00:00,USA,Florida State,Florida State/USA,6-4,187,Guard,10,2016,1,19,2016,2024,N
1627737,Marquese Chriss,1997-07-02T00:00:00,USA,Washington,Washington/USA,6-9,240,Forward,7,2016,1,8,2016,2021,N
1627738,Deyonta Davis,1996-12-02T00:00:00,USA,Michigan State,Michigan State/USA,6-11,237,Center-Forward,4,2016,2,31,2016,2018,N
1627739,Kris Dunn,1994-03-18T00:00:00,USA,Providence,Providence/USA,6-3,205,Guard,10,2016,1,5,2016,2026,N
1627740,Henry Ellenson,1997-01-13T00:00:00,USA,Marquette,Marquette/USA,6-10,240,Forward-Center,6,2016,1,18,2016,2020,N
1627741,Buddy Hield,1992-12-17T00:00:00,Bahamas,Oklahoma,Oklahoma/Bahamas,6-4,220,Guard,10,2016,1,6,2016,2026,N
1627742,Brandon Ingram,1997-09-02T00:00:00,USA,Duke,Duke/USA,6-8,190,Forward,10,2016,1,2,2016,2026,N
1627743,Demetrius Jackson,1994-09-07T00:00:00,USA,Notre Dame,Notre Dame/USA,6-1,201,Guard,4,2016,2,45,2016,2018,N
1627744,Brice Johnson,1994-06-27T00:00:00,USA,North Carolina,North Carolina/USA,6-10,230,Forward,2,2016,1,25,2016,2017,N
1627745,Damian Jones,1995-06-30T00:00:00,USA,Vanderbilt,Vanderbilt/USA,6-10,245,Center,9,2016,1,30,2016,2023,N
1627746,Skal Labissiere,1996-03-18T00:00:00,Haiti,Kentucky,Kentucky/Haiti,6-10,235,Forward-Center,5,2016,1,28,2016,2025,N
1627747,Caris LeVert,1994-08-25T00:00:00,USA,Michigan,Michigan/USA,6-7,205,Guard,10,2016,1,20,2016,2026,N
1627748,Thon Maker,1997-02-25T00:00:00,South Sudan,Athlete Institute Prep,Athlete Institute Prep/South Sudan,7-0,221,Forward-Center,6,2016,1,10,2016,2020,N
1627749,Dejounte Murray,1996-09-19T00:00:00,USA,Washington,Washington/USA,6-4,180,Guard,10,2016,1,29,2016,2026,N
1627750,Jamal Murray,1997-02-23T00:00:00,Canada,Kentucky,Kentucky/Canada,6-4,215,Guard,10,2016,1,7,2016,2026,N
1627751,Jakob Poeltl,1995-10-15T00:00:00,Austria,Utah,Utah/Austria,7-0,253,Center,10,2016,1,9,2016,2026,N
1627752,Taurean Prince,1994-03-22T00:00:00,USA,Baylor,Baylor/USA,6-6,218,Forward,10,2016,1,12,2016,2026,N
1627753,Zhou Qi,1996-01-16T00:00:00,China,Xinjiang,Xinjiang/China,7-1,210,Forward-Center,2,2016,2,43,2017,2018,N
1627754,Diamond Stone,1997-02-10T00:00:00,USA,Maryland,Maryland/USA,6-11,255,Center,2,2016,2,40,2016,2016,N
1627755,Tyler Ulis,1996-01-05T00:00:00,USA,Kentucky,Kentucky/USA,5-10,160,Guard,4,2016,2,34,2016,2018,N
1627756,Denzel Valentine,1993-11-16T00:00:00,USA,Michigan State,Michigan State/USA,6-4,220,Guard,6,2016,1,14,2016,2021,N
1627757,Stephen Zimmerman,1996-09-09T00:00:00,USA,UNLV,UNLV/USA,7-0,240,Center,2,2016,2,41,2016,2016,N
1627758,Ron Baker,1993-03-30T00:00:00,USA,Wichita State,Wichita State/USA,6-4,220,Guard,3,Undrafted,Undrafted,Undrafted,2016,2018,N
1627759,Jaylen Brown,1996-10-24T00:00:00,USA,California,California/USA,6-6,223,Guard-Forward,10,2016,1,3,2016,2026,N
1627760,Cat Barber,1994-07-25T00:00:00,USA,North Carolina State,North Carolina State/USA,6-1,173,Guard,1,2016,,,2021,2021,N
1627761,DeAndre' Bembry,1994-07-04T00:00:00,USA,St. Joseph's (PA),St. Joseph's (PA)/USA,6-5,210,Guard-Forward,6,2016,1,21,2016,2021,N
1627762,Joel Bolomboy,1994-01-28T00:00:00,Ukraine,Weber State,Weber State/Ukraine,6-9,235,Forward-Center,2,2016,2,52,2016,2017,N
1627763,Malcolm Brogdon,1992-12-11T00:00:00,USA,Virginia,Virginia/USA,6-4,229,Guard,10,2016,2,36,2016,2024,N
1627767,Cheick Diallo,1996-09-13T00:00:00,Mali,Kansas,Kansas/Mali,6-8,219,Forward-Center,6,2016,2,33,2016,2021,N
1627770,Kay Felder,1995-03-29T00:00:00,USA,Oakland,Oakland/USA,5-9,176,Guard,3,2016,2,54,2016,2017,N
1627771,Michael Gbinije,1992-06-05T00:00:00,USA,Syracuse,Syracuse/USA,6-7,200,Guard-Forward,2,2016,2,49,2016,2016,N
1627772,Daniel Hamilton,1995-08-08T00:00:00,USA,Connecticut,Connecticut/USA,6-7,195,Guard-Forward,3,2016,2,56,2017,2018,N
1627773,AJ Hammons,1992-08-27T00:00:00,USA,Purdue,Purdue/USA,7-0,260,Center,2,2016,2,46,2016,2016,N
1627774,Jake Layman,1994-03-07T00:00:00,USA,Maryland,Maryland/USA,6-8,209,Forward,7,2016,2,47,2016,2021,N
1627775,Patrick McCaw,1995-10-25T00:00:00,USA,UNLV,UNLV/USA,6-7,181,Guard,6,2016,2,38,2016,2020,N
1627777,Georges Niang,1993-06-17T00:00:00,USA,Iowa State,Iowa State/USA,6-7,230,Forward,10,2016,2,50,2016,2024,N
1627778,Chinanu Onuaku,1996-11-01T00:00:00,USA,Louisville,Louisville/USA,6-10,245,Center,3,2016,2,37,2016,2017,N
1627779,Marcus Paige,1993-09-11T00:00:00,USA,North Carolina,North Carolina/USA,6-0,164,Guard,2,2016,2,55,2017,2017,N
1627780,Gary Payton II,1992-12-01T00:00:00,USA,Oregon State,Oregon State/USA,6-2,195,Guard,10,Undrafted,Undrafted,Undrafted,2016,2026,N
1627781,Malachi Richardson,1996-01-05T00:00:00,USA,Syracuse,Syracuse/USA,6-6,205,Guard,3,2016,1,22,2016,2018,N
1627782,Wayne Selden,1994-09-30T00:00:00,USA,Kansas,Kansas/USA,6-4,232,Guard,4,2016,,,2016,2021,N
1627783,Pascal Siakam,1994-04-02T00:00:00,Cameroon,New Mexico State,New Mexico State/Cameroon,6-8,245,Forward,10,2016,1,27,2016,2026,N
1627784,Jarrod Uthoff,1993-05-19T00:00:00,USA,Iowa,Iowa/USA,6-9,220,Forward,3,Undrafted,Undrafted,Undrafted,2016,2019,N
1627785,Isaiah Whitehead,1995-03-08T00:00:00,USA,Seton Hall,Seton Hall/USA,6-4,213,Guard,3,2016,2,42,2016,2018,N
1627786,Troy Williams,1994-12-30T00:00:00,USA,Indiana,Indiana/USA,6-7,218,Forward,4,Undrafted,Undrafted,Undrafted,2016,2018,N
1627787,Kyle Wiltjer,1992-10-20T00:00:00,Canada,Gonzaga,Gonzaga/Canada,6-10,240,Forward,2,Undrafted,Undrafted,Undrafted,2016,2016,N
1627788,Furkan Korkmaz,1997-07-24T00:00:00,Turkey,Anadolu Efes,Anadolu Efes/Turkey,6-7,202,Guard-Forward,7,2016,1,26,2017,2023,N
1627789,Timothe Luwawu-Cabarrot,1995-05-09T00:00:00,France,Mega Basket,Mega Basket/France,6-7,215,Guard-Forward,7,2016,1,24,2016,2021,N
1627790,Ante Zizic,1997-01-04T00:00:00,Croatia,Darussafaka,Darussafaka/Croatia,6-10,266,Center,4,2016,1,23,2017,2019,N
1627791,Ben Bentil,1995-03-29T00:00:00,Ghana,Providence,Providence/Ghana,6-9,235,Forward,1,2016,2,51,2016,2016,N
1627812,Yogi Ferrell,1993-05-09T00:00:00,USA,Indiana,Indiana/USA,6-0,178,Guard,6,Undrafted,Undrafted,Undrafted,2016,2020,N
1627814,Damion Lee,1992-10-21T00:00:00,USA,Drexel,Drexel/USA,6-6,210,Guard-Forward,8,Undrafted,Undrafted,Undrafted,2017,2024,N
1627815,Sheldon Mac,1992-12-21T00:00:00,USA,Miami,Miami/USA,6-6,200,Guard-Forward,2,2016,,,2016,2016,N
1627816,Alex Poythress,1993-09-06T00:00:00,USA,Kentucky,Kentucky/USA,6-9,235,Forward,4,Undrafted,Undrafted,Undrafted,2016,2018,N
1627817,Tim Quarterman,1994-10-27T00:00:00,USA,Louisiana State,Louisiana State/USA,6-6,190,Guard,2,2016,,,2016,2017,N
1627819,Isaiah Taylor,1994-07-11T00:00:00,USA,Texas,Texas/USA,6-3,170,Guard,3,2016,,,2016,2017,N
1627820,Tyrone Wallace,1994-06-10T00:00:00,USA,California,California/USA,6-5,198,Guard,4,2016,2,60,2017,2021,N
1627821,James Webb III,1993-08-19T00:00:00,USA,Boise State,Boise State/USA,6-9,202,Forward,1,2016,,,2017,2017,N
1627822,Petr Cornelie,1995-07-26T00:00:00,France,Pau Orthez,Pau Orthez/France,6-11,220,Forward,1,2016,2,53,2021,2021,N
1627823,Juancho Hernangomez,1995-09-28T00:00:00,Spain,Estudiantes,Estudiantes/Spain,6-9,214,Forward,7,2016,1,15,2016,2022,N
1627824,Guerschon Yabusele,1995-12-17T00:00:00,France,"Rouen, France","Rouen, France/France",6-7,265,Forward,4,2016,1,16,2016,2026,N
1627826,Ivica Zubac,1997-03-18T00:00:00,Croatia,Mega Basket,Mega Basket/Croatia,7-0,240,Center,10,2016,2,32,2016,2026,N
1627827,Dorian Finney-Smith,1993-05-04T00:00:00,USA,Florida,Florida/USA,6-7,220,Forward,10,Undrafted,Undrafted,Undrafted,2016,2026,N
1627832,Fred VanVleet,1994-02-25T00:00:00,USA,Wichita State,Wichita State/USA,6-0,197,Guard,9,Undrafted,Undrafted,Undrafted,2016,2026,N
1627834,Georgios Papagiannis,1997-07-03T00:00:00,Greece,Panathinaikos,Panathinaikos/Greece,7-1,240,Center,2,2016,1,13,2016,2017,N
1627835,Paul Zipser,1994-02-18T00:00:00,Germany,Bayern Munich,Bayern Munich/Germany,6-8,226,Forward,2,2016,2,48,2016,2017,N
1627846,Abdel Nader,1993-09-25T00:00:00,Egypt,Iowa State,Iowa State/Egypt,6-5,225,Forward,5,2016,2,58,2017,2021,N
1627848,Shawn Long,1993-01-29T00:00:00,USA,Louisiana-Lafayette,Louisiana-Lafayette/USA,6-9,255,Forward,2,Undrafted,Undrafted,Undrafted,2016,2016,N
1627849,Daniel Ochefu,1993-12-15T00:00:00,USA,Villanova,Villanova/USA,6-11,245,Forward,2,Undrafted,Undrafted,Undrafted,2016,2016,N
1627850,Marshall Plumlee,1992-07-14T00:00:00,USA,Duke,Duke/USA,7-0,250,Center,2,Undrafted,Undrafted,Undrafted,2016,2017,N
1627851,Mindaugas Kuzminskas,1989-10-19T00:00:00,Lithuania,Malaga,Malaga/Lithuania,6-9,215,Forward,2,Undrafted,Undrafted,Undrafted,2016,2017,N
1627852,Nicolas Brussino,1993-03-02T00:00:00,Argentina,Penarol,Penarol/Argentina,6-8,195,Forward,2,Undrafted,Undrafted,Undrafted,2016,2017,N
1627853,Ryan Arcidiacono,1994-03-26T00:00:00,USA,Villanova,Villanova/USA,6-3,195,Guard,7,Undrafted,Undrafted,Undrafted,2017,2023,N
1627854,Bryn Forbes,1993-07-23T00:00:00,USA,Michigan State,Michigan State/USA,6-2,205,Guard,7,Undrafted,Undrafted,Undrafted,2016,2022,N
1627855,Okaro White,1992-08-13T00:00:00,USA,Florida State,Florida State/USA,6-8,205,Forward,4,Undrafted,Undrafted,Undrafted,2016,2018,N
1627856,Matt Costello,1993-08-05T00:00:00,USA,Michigan State,Michigan State/USA,6-10,240,Forward-Center,2,Undrafted,Undrafted,Undrafted,2017,2017,N
1627858,Kyle Collinsworth,1991-10-03T00:00:00,USA,Brigham Young,Brigham Young/USA,6-6,210,Guard,2,2016,,,2017,2017,N
1627861,Mike Tobey,1994-10-10T00:00:00,USA,Virginia,Virginia/USA,7-0,260,Center,1,Undrafted,Undrafted,Undrafted,2016,2016,N
1627863,Danuel House Jr.,1993-06-07T00:00:00,USA,Texas A&M,Texas A&M/USA,6-6,220,Forward-Guard,8,Undrafted,Undrafted,Undrafted,2016,2023,N
1627866,Jameel Warney,1994-01-31T00:00:00,USA,Stony Brook,Stony Brook/USA,6-8,260,Forward,1,Undrafted,Undrafted,Undrafted,2017,2017,N
1627868,Patricio Garino,1993-05-17T00:00:00,Argentina,George Washington,George Washington/Argentina,6-6,203,Guard-Forward,2,Undrafted,Undrafted,Undrafted,2016,2016,N
1627875,Marcus Georges-Hunt,1994-03-28T00:00:00,USA,Georgia Tech,Georgia Tech/USA,6-5,226,Guard,3,Undrafted,Undrafted,Undrafted,2016,2017,N
1627879,Nicolas Laprovittola,1990-01-31T00:00:00,Argentina,Estudiantes,Estudiantes/Argentina,6-4,180,Guard,1,Undrafted,Undrafted,Undrafted,2016,2016,N
1627883,Jalen Jones,1993-05-27T00:00:00,USA,Texas A&M,Texas A&M/USA,6-7,220,Forward,3,2016,,,2017,2018,N
1627884,Derrick Jones Jr.,1997-02-15T00:00:00,USA,UNLV,UNLV/USA,6-6,210,Forward,10,Undrafted,Undrafted,Undrafted,2016,2026,N
1627885,Shaquille Harrison,1993-10-06T00:00:00,USA,Tulsa,Tulsa/USA,6-4,195,Guard,7,Undrafted,Undrafted,Undrafted,2017,2023,N
1627936,Alex Caruso,1994-02-28T00:00:00,USA,Texas A&M,Texas A&M/USA,6-5,186,Guard,9,Undrafted,Undrafted,Undrafted,2017,2026,N
1627982,Josh Gray,1993-09-09T00:00:00,USA,Louisiana State,Louisiana State/USA,6-0,180,Guard,3,Undrafted,Undrafted,Undrafted,2017,2019,N
1627988,Myke Henry,1992-12-23T00:00:00,USA,DePaul,DePaul/USA,6-6,210,Forward,2,2016,,,2017,2017,N
1628021,David Nwaba,1993-01-14T00:00:00,USA,Cal Poly-Obispo,Cal Poly/USA,6-5,219,Guard-Forward,7,Undrafted,Undrafted,Undrafted,2016,2021,N
1628035,Alfonzo McKinnie,1992-09-17T00:00:00,USA,Wisc.-Green Bay,Wisconsin-Green Bay/USA,6-7,215,Forward,5,Undrafted,Undrafted,Undrafted,2017,2021,N
1628070,Jordan Loyd,1993-07-27T00:00:00,USA,Indianapolis,Indianapolis/USA,6-4,210,Guard,2,Undrafted,Undrafted,Undrafted,2018,2018,N
1628221,Gabe York,1993-08-02T00:00:00,USA,Arizona,Arizona/USA,6-3,190,Guard,3,Undrafted,Undrafted,Undrafted,2021,2022,N
1628238,Paris Bass,1995-08-29T00:00:00,USA,Detroit Mercy,Detroit Mercy/USA,6-8,200,Forward,2,Undrafted,Undrafted,Undrafted,2021,2021,N
1628249,Mitchell Creek,1992-04-27T00:00:00,Australia,Gottingen,Gottingen/Australia,6-6,225,Forward-Guard,2,Undrafted,Undrafted,Undrafted,2018,2018,N
1628365,Markelle Fultz,1998-05-29T00:00:00,USA,Washington,Washington/USA,6-4,209,Guard,8,2017,1,1,2017,2025,N
1628366,Lonzo Ball,1997-10-27T00:00:00,USA,UCLA,UCLA/USA,6-5,190,Guard,8,2017,1,2,2017,2025,N
1628367,Josh Jackson,1997-02-10T00:00:00,USA,Kansas,Kansas/USA,6-8,207,Guard-Forward,6,2017,1,4,2017,2021,N
1628368,De'Aaron Fox,1997-12-20T00:00:00,USA,Kentucky,Kentucky/USA,6-3,185,Guard,9,2017,1,5,2017,2026,N
1628369,Jayson Tatum,1998-03-03T00:00:00,USA,Duke,Duke/USA,6-8,210,Forward-Guard,9,2017,1,3,2017,2026,N
1628370,Malik Monk,1998-02-04T00:00:00,USA,Kentucky,Kentucky/USA,6-3,200,Guard,9,2017,1,11,2017,2026,N
1628371,Jonathan Isaac,1997-10-03T00:00:00,USA,Florida State,Florida State/USA,6-10,230,Forward,9,2017,1,6,2017,2026,N
1628372,Dennis Smith Jr.,1997-11-25T00:00:00,USA,North Carolina State,North Carolina State/USA,6-3,205,Guard,8,2017,1,9,2017,2023,N
1628373,Frank Ntilikina,1998-07-28T00:00:00,France,Strasbourg IG,Strasbourg IG/France,6-4,200,Guard,7,2017,1,8,2017,2023,N
1628374,Lauri Markkanen,1997-05-22T00:00:00,Finland,Arizona,Arizona/Finland,7-1,240,Forward-Center,9,2017,1,7,2017,2026,N
